[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          27

[TIME]
0.000000000000000E+00
[INLET]
Phi =  1.00, Tinlet =  300.00 K, Pinlet =  101325.00 Pa.
[COMMENT]
Adiabatic flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac         
 270 0.12374346367640E+001 -.21087979687530E-005 -.71514998908424E-006 -.34135460811581E-006 -.27943919988328E-005 -.14303397053910E-005 0.31817505304609E-005 -.41321308492070E-009 -.14068262861763E-019 -.79220979022850E-021 -.34107867030371E-019 -.99081868933705E-021 -.41183038175695E-005 0.41183060186417E-005 -.21862887506001E-011 -.14783356365961E-013 -.29504369852071E-020 -.69964293170334E-029 0.10814176368344E-031 0.41839430039757E-032 -.15935159167037E-012 0.61248188239556E-007 -.30624014443982E-007 0.00000000000000E+000 0.22375015815605E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 271 0.12664417960445E+001 -.20154612038878E-005 -.67631936693472E-006 -.32404769829252E-006 -.26767765542829E-005 -.13717293739701E-005 0.30396832379790E-005 -.39324174647389E-009 -.13388420592100E-019 -.75497455342960E-021 -.32783629044702E-019 -.10094032239869E-020 -.39497106744825E-005 0.39497127459482E-005 -.20574001312987E-011 -.14065458876766E-013 -.27546969610178E-020 -.66817832560987E-029 0.11264481114014E-031 0.43338311256552E-032 -.16956512753185E-012 0.60720680394153E-007 -.30360255414513E-007 0.00000000000000E+000 0.21397065948794E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 272 0.12952978645352E+001 -.19280268363467E-005 -.64046198397598E-006 -.30798801399595E-006 -.25662891539521E-005 -.13165292260141E-005 0.29067107549775E-005 -.37466132903303E-009 -.12754189230884E-019 -.72016227249963E-021 -.31528710482567E-019 -.10233134258455E-020 -.37909174168227E-005 0.37909193693681E-005 -.19391483369391E-011 -.13397008704122E-013 -.25768275205966E-020 -.63865399346554E-029 0.11664176524632E-031 0.44668336642181E-032 -.17759535899042E-012 0.60214746226628E-007 -.30107284315635E-007 0.00000000000000E+000 0.20480332823801E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 273 0.13239845758658E+001 -.18460649100225E-005 -.60732871841319E-006 -.29306713352230E-006 -.24624092527740E-005 -.12645004729094E-005 0.27821591091989E-005 -.35735104292983E-009 -.12161737417289E-019 -.68757517465872E-021 -.30338249325814E-019 -.10328774236361E-020 -.36412102635035E-005 0.36412121067171E-005 -.18304399947837E-011 -.12773627263242E-013 -.24148202838907E-020 -.61091945749187E-029 0.12028041518326E-031 0.45864239307287E-032 -.18366326478930E-012 0.59729598149542E-007 -.29864707243139E-007 0.00000000000000E+000 0.19620211706858E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 274 0.13524868458235E+001 -.17691688342348E-005 -.57668207580716E-006 -.27918733414374E-006 -.23646538880206E-005 -.12154259375708E-005 0.26653943201033E-005 -.34120364463262E-009 -.11607741275518E-019 -.65704216222128E-021 -.29208295629505E-019 -.10385370209699E-020 -.34999429728374E-005 0.34999447153601E-005 -.17303312072482E-011 -.12191542158503E-013 -.22669571327602E-020 -.58484456677698E-029 0.12415866120290E-031 0.47120682448557E-032 -.18800083213600E-012 0.59264419581512E-007 -.29632115790340E-007 0.00000000000000E+000 0.18812447442704E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 275 0.13807937637324E+001 -.16969400637409E-005 -.54827149582561E-006 -.26626022349113E-006 -.22725837629938E-005 -.11691103007270E-005 0.25557948559045E-005 -.32612644837238E-009 -.11089497221349E-019 -.62842617633442E-021 -.28136372083586E-019 -.10409981876972E-020 -.33665754361305E-005 0.33665770858087E-005 -.16380304849058E-011 -.11647707595822E-013 -.21317987963299E-020 -.56032473555213E-029 0.12708917753923E-031 0.48063915643826E-032 -.19088855832677E-012 0.58818361389344E-007 -.29409085250393E-007 0.00000000000000E+000 0.18053112343158E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 276 0.14088937351453E+001 -.16290197998165E-005 -.52187635205698E-006 -.25420608475889E-006 -.21858037711898E-005 -.11253712860528E-005 0.24528004239508E-005 -.31203505756501E-009 -.10604453441257E-019 -.60159633595482E-021 -.27119857359398E-019 -.10408531068755E-020 -.32406163734845E-005 0.32406179374464E-005 -.15528225748861E-011 -.11139276896709E-013 -.20080605577298E-020 -.53727343795343E-029 0.13099472793968E-031 0.49373883438083E-032 -.19255699363151E-012 0.58390621909163E-007 -.29195214676085E-007 0.00000000000000E+000 0.17338663187686E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 277 0.14367719601993E+001 -.15651077518576E-005 -.49733669855996E-006 -.24295324012710E-006 -.21039506859223E-005 -.10840347579541E-005 0.23559436521765E-005 -.29884877468799E-009 -.10149927963331E-019 -.57641233611714E-021 -.26154971498292E-019 -.10383245745372E-020 -.31215614529308E-005 0.31215629376164E-005 -.14740222418366E-011 -.10663276599550E-013 -.18945404537328E-020 -.51557136710830E-029 0.13352775846624E-031 0.50156350102663E-032 -.19312760855370E-012 0.57980477682249E-007 -.28990142277320E-007 0.00000000000000E+000 0.16665916164822E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 278 0.14644148923474E+001 -.15049324617242E-005 -.47451120591209E-006 -.23243711141777E-006 -.20266842958178E-005 -.10449417893095E-005 0.22648029173153E-005 -.28649450425975E-009 -.97234885375607E-020 -.55274587141749E-021 -.25238188182133E-019 -.10335723261957E-020 -.30089289379279E-005 0.30089303491671E-005 -.14010221732088E-011 -.10217021849842E-013 -.17901858400386E-020 -.49512462752848E-029 0.13656054862282E-031 0.51155534955216E-032 -.19271370568317E-012 0.57587214888960E-007 -.28793511087627E-007 0.00000000000000E+000 0.16031931357841E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 279 0.14918135813377E+001 -.14482272741907E-005 -.45324795145022E-006 -.22259873462211E-006 -.19536878454826E-005 -.10079485902172E-005 0.21789636756233E-005 -.27490829167165E-009 -.93231197613286E-020 -.53049231545755E-021 -.24366989466955E-019 -.10269279371940E-020 -.29022977244475E-005 0.29022990675551E-005 -.13333092673449E-011 -.97983095976345E-014 -.16941094503303E-020 -.47584223063175E-029 0.13835591730762E-031 0.51684164935728E-032 -.19147297675120E-012 0.57210089209359E-007 -.28604948868191E-007 0.00000000000000E+000 0.15433950439985E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 280 0.15189617942586E+001 -.13947409899890E-005 -.43341218909707E-006 -.21338352608758E-006 -.18846663187317E-005 -.97291607375275E-006 0.20980377811563E-005 -.26403026494242E-009 -.89468840273192E-020 -.50954987425932E-021 -.23538764759785E-019 -.10186811742449E-020 -.28012728778605E-005 0.28012741576753E-005 -.12704097307367E-011 -.94050374775189E-014 -.16055035216716E-020 -.45765232623575E-029 0.13995167905384E-031 0.52154549768255E-032 -.18952673013720E-012 0.56848359002103E-007 -.28424084737687E-007 0.00000000000000E+000 0.14869406065280E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 281 0.15458555622961E+001 -.13442408871315E-005 -.41488795019035E-006 -.20474131622212E-006 -.18193436538561E-005 -.93971138928464E-006 0.20216680740771E-005 -.25380445904242E-009 -.85929240942854E-020 -.48982089620480E-021 -.22750807926657E-019 -.10090385429912E-020 -.27054770323379E-005 0.27054782532597E-005 -.12118866409674E-011 -.90351992288074E-014 -.15236338157145E-020 -.44047470258085E-029 0.14033958004488E-031 0.52138356841783E-032 -.18696200484373E-012 0.56501294800079E-007 -.28250553919037E-007 0.00000000000000E+000 0.14335913884545E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 282 0.15724939772966E+001 -.12965048865186E-005 -.39755517079826E-006 -.19662660098491E-006 -.17574653820829E-005 -.90821500506478E-006 0.19495126527417E-005 -.24418184048709E-009 -.82596809649096E-020 -.47122362933604E-021 -.22001092859983E-019 -.99830163736127E-021 -.26145787428916E-005 0.26145799089471E-005 -.11573683192706E-011 -.86871267019204E-014 -.14478769500690E-020 -.42424931657418E-029 0.13946017110707E-031 0.51665957406503E-032 -.18389398480907E-012 0.56168172207581E-007 -.28083994156798E-007 0.00000000000000E+000 0.13831262624968E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 283 0.15988764524717E+001 -.12513311606638E-005 -.38130846224521E-006 -.18899795888839E-006 -.16987988324608E-005 -.87831487037992E-006 0.18812609471816E-005 -.23511717773259E-009 -.79456787927346E-020 -.45368065565267E-021 -.21287555436866E-019 -.98671311506035E-021 -.25282703603868E-005 0.25282714752601E-005 -.11065140510678E-011 -.83592438477881E-014 -.13776678760861E-020 -.40892123491725E-029 0.13765050701576E-031 0.50833321077190E-032 -.18041255804391E-012 0.55848306103672E-007 -.27924062845557E-007 0.00000000000000E+000 0.13353432344144E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 284 0.16250015775220E+001 -.12085421633815E-005 -.36606509939452E-006 -.18181779714755E-006 -.16431292078701E-005 -.84990500212196E-006 0.18166410355599E-005 -.22656773864108E-009 -.76494534177150E-020 -.43711453992505E-021 -.20607843953576E-019 -.97439284141744E-021 -.24462511873582E-005 0.24462522544098E-005 -.10590015744701E-011 -.80499816441291E-014 -.13124805083165E-020 -.39442962510721E-029 0.13403351205903E-031 0.49281285020373E-032 -.17656474874326E-012 0.55541060517283E-007 -.27770441976267E-007 0.00000000000000E+000 0.12900583217880E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 285 0.16508690717728E+001 -.11679733850984E-005 -.35174238834468E-006 -.17505228263569E-006 -.15902586880321E-005 -.82289102003263E-006 0.17553998523088E-005 -.21849597254336E-009 -.73697581551103E-020 -.42145922666607E-021 -.19960073969563E-019 -.96149431819208E-021 -.23682509729486E-005 0.23682519952614E-005 -.10145547186871E-011 -.77580117830963E-014 -.12518653610199E-020 -.38073703245661E-029 0.12975999439158E-031 0.47510990227057E-032 -.17241716579430E-012 0.55245823107416E-007 -.27622825345125E-007 0.00000000000000E+000 0.12471021125416E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 286 0.16764792801884E+001 -.11294738405619E-005 -.33826161565463E-006 -.16867063522654E-006 -.15400058055433E-005 -.79718648483669E-006 0.16973038187620E-005 -.21086801652348E-009 -.71054734757792E-020 -.40665703172133E-021 -.19342560645527E-019 -.94817854847965E-021 -.22940236585357E-005 0.22940246389459E-005 -.97292804656446E-012 -.74821472209968E-014 -.11954252944974E-020 -.36779775570500E-029 0.12248089405218E-031 0.43770038168971E-032 -.16803873655272E-012 0.54962009474893E-007 -.27480920718078E-007 0.00000000000000E+000 0.12063187749965E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 287 0.17018322980746E+001 -.10929125484588E-005 -.32556427756395E-006 -.16264446187271E-006 -.14922000862233E-005 -.77270734310120E-006 0.16421506583531E-005 -.20365080109399E-009 -.68554294282992E-020 -.39264647499759E-021 -.18753203626270E-019 -.93446448895030E-021 -.22233186093887E-005 0.22233195504900E-005 -.93388010603735E-012 -.72211384783876E-014 -.11427767105104E-020 -.35558331245266E-029 0.11253248886586E-031 0.38636339841799E-032 -.16345578110656E-012 0.54689070179456E-007 -.27344453361837E-007 0.00000000000000E+000 0.11675643871840E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 288 0.17269310029666E+001 -.10581693591183E-005 -.31360663067685E-006 -.15694719940834E-006 -.14466752613551E-005 -.74937133083215E-006 0.15897572014692E-005 -.19681206742927E-009 -.66184451229382E-020 -.37936470419694E-021 -.18189673565748E-019 -.92026540156085E-021 -.21558781133396E-005 0.21558790174912E-005 -.89717779154142E-012 -.69737214320397E-014 -.10935561776555E-020 -.34407888962522E-029 0.10070052143096E-031 0.33095028954162E-032 -.15866565955606E-012 0.54426458125161E-007 -.27213149729751E-007 0.00000000000000E+000 0.11307017739275E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 289 0.17517858024673E+001 -.10251165785529E-005 -.30233374107447E-006 -.15155386749668E-006 -.14032684886612E-005 -.72710265691679E-006 0.15399303771792E-005 -.19032315766923E-009 -.63935481783316E-020 -.36676221968682E-021 -.17650253260302E-019 -.90564751500195E-021 -.20914693160052E-005 0.20914701853698E-005 -.86262570488294E-012 -.67388770596508E-014 -.10474594803192E-020 -.33328242930169E-029 0.86728453893996E-032 0.27410653044502E-032 -.15370498917645E-012 0.54173585502172E-007 -.27086715898592E-007 0.00000000000000E+000 0.10955962516190E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 290 0.17764139142236E+001 -.99361800297584E-006 -.29168782905130E-006 -.14644077847934E-006 -.13618218000746E-005 -.70582855621967E-006 0.14924686958787E-005 -.18415745358124E-009 -.61798701062191E-020 -.35479547527700E-021 -.17133519581368E-019 -.89071501495848E-021 -.20298818777699E-005 0.20298827143352E-005 -.83004957190725E-012 -.65157141449176E-014 -.10042172147656E-020 -.32323145290938E-029 0.70473307226757E-032 0.21444721088370E-032 -.14861746582497E-012 0.53929839541432E-007 -.26964845461983E-007 0.00000000000000E+000 0.10621170496417E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 291 0.18008365125828E+001 -.96352803717365E-006 -.28163383024178E-006 -.14158551939079E-006 -.13221799047683E-005 -.68547341777982E-006 0.14471712106415E-005 -.17828704308663E-009 -.59764450344640E-020 -.34341692679977E-021 -.16637675141910E-019 -.87555504457114E-021 -.19709086889983E-005 0.19709094945660E-005 -.79926446796795E-012 -.63032324094568E-014 -.96355008684611E-021 -.31400889173274E-029 0.52049024724930E-032 0.16410365164871E-032 -.14337133840665E-012 0.53694615585791E-007 -.26847236107227E-007 0.00000000000000E+000 0.10301398232437E+001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 292 0.18250806437951E+001 -.93465096972070E-006 -.27212325760396E-006 -.13696825270863E-006 -.12841979870303E-005 -.66597105831761E-006 0.14037848632715E-005 -.17268884666434E-009 -.57826600511719E-020 -.33259801082222E-021 -.16162324616836E-019 -.86067273196672E-021 -.19144277207558E-005 0.19144284969883E-005 -.77013161930567E-012 -.61008259299115E-014 -.92524694761725E-021 -.30573376808740E-029 0.29614552585570E-032 0.75862560373051E-033 -.13794413458980E-012 0.53467302520419E-007 -.26733582288142E-007 0.00000000000000E+000 0.99954861666521E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 293 0.18491736249548E+001 -.90668432950653E-006 -.26300388385976E-006 -.13257500477763E-006 -.12477838685526E-005 -.64729455283451E-006 0.13619176049104E-005 -.16735961350020E-009 -.55992195154715E-020 -.32238834231424E-021 -.15712183035000E-019 -.84794317202903E-021 -.18606063281247E-005 0.18606070767152E-005 -.74268113484826E-012 -.59093569889585E-014 -.88932715041451E-021 -.29873483616701E-029 0.74136600729703E-033 -.12709212448914E-033 -.13254215685631E-012 0.53247332318756E-007 -.26623599888300E-007 0.00000000000000E+000 0.97025191702982E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 294 0.18731063509966E+001 -.87923505789530E-006 -.25393855876579E-006 -.12840455441645E-006 -.12129822465890E-005 -.62950118477739E-006 0.13210364607909E-005 -.16233355619350E-009 -.54290411550727E-020 -.31297934824494E-021 -.15300212400483E-019 -.84130710399454E-021 -.18101232442353E-005 0.18101239671950E-005 -.71722758560955E-012 -.57321140507000E-014 -.85618555673923E-021 -.29351203478811E-029 -.69003837358664E-032 0.89421392205778E-032 -.12782548106116E-012 0.53034471498287E-007 -.26517171836403E-007 0.00000000000000E+000 0.94222850833017E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 295 0.18967534488990E+001 -.85201626761362E-006 -.24446990184518E-006 -.12447676598760E-006 -.11800504583107E-005 -.61276279066438E-006 0.12807118081538E-005 -.15768311112646E-009 -.52767766234958E-020 -.30464983787247E-021 -.14944975413098E-019 -.84562157582306E-021 -.17641139351063E-005 0.17641146349919E-005 -.69431137106478E-012 -.55741673932990E-014 -.82650086907627E-021 -.29078502439319E-029 -.19962355378917E-031 0.28991792386420E-031 -.12482943071900E-012 0.52829396349890E-007 -.26414635760229E-007 0.00000000000000E+000 0.91559172734369E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 296 0.19197906867603E+001 -.82520883292428E-006 -.23439649947469E-006 -.12083145827119E-006 -.11493969022282E-005 -.59730052737165E-006 0.12411344240684E-005 -.15347032563599E-009 -.51452297420968E-020 -.29756410309259E-021 -.14656130542235E-019 -.86275648748975E-021 -.17234634442020E-005 0.17234641238800E-005 -.67423970163246E-012 -.54382283716920E-014 -.80061863372023E-021 -.29091597248591E-029 -.31199864984517E-031 0.41805813946056E-031 -.12407676663802E-012 0.52634182802143E-007 -.26317029362688E-007 0.00000000000000E+000 0.89060675880184E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 297 0.19417425481721E+001 -.79957557656531E-006 -.22418394821057E-006 -.11750669881813E-006 -.11213226231105E-005 -.58320908592928E-006 0.12033472624734E-005 -.14967053884713E-009 -.50310326715464E-020 -.29149371148397E-021 -.14418762105183E-019 -.88809306474166E-021 -.16878607005514E-005 0.16878613623693E-005 -.65649814000167E-012 -.53196819079160E-014 -.77779540219540E-021 -.29319494046884E-029 -.40677895108781E-031 0.45677817383322E-031 -.12435604291124E-012 0.52451747203437E-007 -.26225811423697E-007 0.00000000000000E+000 0.86756885021116E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 298 0.19622718070819E+001 -.77583407407777E-006 -.21450164565862E-006 -.11450777328243E-006 -.10957910141437E-005 -.57038608096218E-006 0.11683513592663E-005 -.14619319242764E-009 -.49278054305611E-020 -.28596837873025E-021 -.14208016568592E-019 -.91523151433620E-021 -.16561326721712E-005 0.16561333175247E-005 -.64014317100837E-012 -.52103126685083E-014 -.75675152249341E-021 -.29599240554213E-029 -.47665585899712E-031 0.50303645618134E-031 -.12359809567938E-012 0.52283592125815E-007 -.26141734263860E-007 0.00000000000000E+000 0.84655505399716E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
 299 0.19815033585181E+001 -.75400560669711E-006 -.20503231665706E-006 -.11179389393419E-006 -.10724543301416E-005 -.55870718333464E-006 0.11359471777066E-005 -.14300678539500E-009 -.48349621871988E-020 -.28086944240788E-021 -.14023243939969E-019 -.94423482417738E-021 -.16276204273193E-005 0.16276210574522E-005 -.62502377914024E-012 -.51090234610193E-014 -.73731636825255E-021 -.29730146761435E-029 -.50487155278638E-031 0.55859467907626E-031 -.12206775629669E-012 0.52127515964069E-007 -.26063696948156E-007 0.00000000000000E+000 0.82724574393401E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
